particles, reward, stderr
1.0	-13.096670936492295	1.0204071341975227
2.0	-8.653653723191693	1.2062554752080956
3.0	-6.865578260449759	1.2351424913502878
4.0	-3.920441305471548	1.3376316994294826
5.0	-4.549077788550862	1.2862686177705587
7.0	2.1937058953401904	1.420511507535953
10.0	0.6674187523666224	1.3789280396334784
14.0	5.213901882152408	1.447095270889708
19.0	4.247320749157726	1.4773606543530835
26.0	7.990586398244046	1.5130007388338587
37.0	6.4745697495535905	1.4801007172215772
51.0	8.050438533380401	1.498917257735024
70.0	10.760698817293969	1.4853209788830022
97.0	8.992773817152823	1.4690621375100912
135.0	11.340991156173542	1.5189739613125772
187.0	9.867946297438857	1.5055134552009235
260.0	12.511310120780651	1.5029608488015547
361.0	10.871727554510711	1.4808041570076134
500.0	7.953134028061635	1.4420589666182089
