sol,t,r
SparsePFT,0.01,16.882824127002834
PFTDPW,0.5623413251903491,44.8432105195164
PFTDPW,0.01,63.80047553124997
SparsePFT,0.17782794100389226,44.8432105195164
PFTDPW,0.01,48.25601107317516
PFTDPW,0.056234132519034905,68.21102687499999
SparsePFT,0.1,38.52099749386355
SparsePFT,0.056234132519034905,16.882824127002834
PFTDPW,0.056234132519034905,44.8432105195164
SparsePFT,0.31622776601683794,82.88499999999998
SparsePFT,0.31622776601683794,48.25601107317516
SparsePFT,0.31622776601683794,59.610451754687475
SparsePFT,0.31622776601683794,44.8432105195164
SparsePFT,0.5623413251903491,35.59494761917036
PFTDPW,0.1,44.8432105195164
SparsePFT,0.5623413251903491,77.74074999999999
SparsePFT,0.1,59.610451754687475
PFTDPW,0.31622776601683794,82.88499999999998
SparsePFT,0.01,77.74074999999999
PFTDPW,0.01778279410038923,63.80047553124997
PFTDPW,0.17782794100389226,72.85371249999999
SparsePFT,0.1,51.848432708605436
PFTDPW,0.01,16.882824127002834
PFTDPW,0.17782794100389226,72.85371249999999
PFTDPW,0.056234132519034905,55.6299291669531
SparsePFT,1.0,48.25601107317516
PFTDPW,0.056234132519034905,48.25601107317516
PFTDPW,0.01778279410038923,68.21102687499999
PFTDPW,0.01,30.17444022630125
SparsePFT,0.17782794100389226,55.6299291669531
PFTDPW,0.01,55.6299291669531
PFTDPW,0.01,38.52099749386355
PFTDPW,0.17782794100389226,38.52099749386355
PFTDPW,0.17782794100389226,82.88499999999998
PFTDPW,0.01778279410038923,41.60104999354058
SparsePFT,0.01778279410038923,51.848432708605436
SparsePFT,0.03162277660168379,48.25601107317516
PFTDPW,0.03162277660168379,-73.07363450312498
PFTDPW,0.01778279410038923,16.882824127002834
SparsePFT,0.1,63.80047553124997
PFTDPW,0.01778279410038923,13.28674877462006
SparsePFT,0.01778279410038923,23.01831068902503
SparsePFT,0.5623413251903491,72.85371249999999
PFTDPW,0.1,35.59494761917036
PFTDPW,0.01,63.80047553124997
PFTDPW,0.5623413251903491,51.848432708605436
SparsePFT,1.0,55.6299291669531
SparsePFT,0.01778279410038923,8.539226230639873
PFTDPW,0.01,68.21102687499999
SparsePFT,0.17782794100389226,41.60104999354058
SparsePFT,0.17782794100389226,32.815200238211844
PFTDPW,1.0,35.59494761917036
SparsePFT,0.5623413251903491,55.6299291669531
PFTDPW,0.01,23.01831068902503
SparsePFT,0.03162277660168379,82.88499999999998
PFTDPW,0.01778279410038923,35.59494761917036
SparsePFT,0.01,-100.0
PFTDPW,1.0,68.21102687499999
SparsePFT,0.31622776601683794,55.6299291669531
PFTDPW,0.056234132519034905,48.25601107317516
PFTDPW,0.01778279410038923,51.848432708605436
PFTDPW,0.31622776601683794,82.88499999999998
PFTDPW,0.056234132519034905,11.622411335889057
SparsePFT,0.31622776601683794,44.8432105195164
SparsePFT,0.1,38.52099749386355
PFTDPW,0.03162277660168379,35.59494761917036
PFTDPW,0.056234132519034905,32.815200238211844
PFTDPW,1.0,51.848432708605436
PFTDPW,1.0,44.8432105195164
SparsePFT,0.31622776601683794,44.8432105195164
SparsePFT,0.01,-100.0
SparsePFT,0.01778279410038923,59.610451754687475
PFTDPW,0.31622776601683794,59.610451754687475
PFTDPW,0.1,48.25601107317516
PFTDPW,0.1,48.25601107317516
SparsePFT,0.03162277660168379,44.8432105195164
PFTDPW,0.5623413251903491,32.815200238211844
PFTDPW,0.31622776601683794,88.3
PFTDPW,0.31622776601683794,32.815200238211844
SparsePFT,0.03162277660168379,68.21102687499999
PFTDPW,0.056234132519034905,48.25601107317516
PFTDPW,0.01778279410038923,51.848432708605436
SparsePFT,0.17782794100389226,20.867395154573774
SparsePFT,0.056234132519034905,72.85371249999999
SparsePFT,0.17782794100389226,55.6299291669531
PFTDPW,1.0,35.59494761917036
SparsePFT,0.01,44.8432105195164
PFTDPW,0.31622776601683794,48.25601107317516
PFTDPW,1.0,44.8432105195164
SparsePFT,1.0,72.85371249999999
PFTDPW,0.056234132519034905,44.8432105195164
SparsePFT,0.5623413251903491,51.848432708605436
PFTDPW,0.5623413251903491,82.88499999999998
PFTDPW,0.5623413251903491,68.21102687499999
PFTDPW,0.5623413251903491,35.59494761917036
PFTDPW,0.17782794100389226,25.282432304236874
PFTDPW,0.01778279410038923,63.80047553124997
SparsePFT,0.01,-100.0
SparsePFT,0.1,32.815200238211844
SparsePFT,0.31622776601683794,44.8432105195164
SparsePFT,0.1,63.80047553124997
SparsePFT,0.03162277660168379,51.848432708605436
SparsePFT,1.0,32.815200238211844
PFTDPW,0.17782794100389226,68.21102687499999
SparsePFT,0.31622776601683794,88.3
SparsePFT,0.056234132519034905,77.74074999999999
SparsePFT,0.03162277660168379,88.3
SparsePFT,0.31622776601683794,51.848432708605436
SparsePFT,0.31622776601683794,38.52099749386355
PFTDPW,0.01778279410038923,72.85371249999999
PFTDPW,0.1,41.60104999354058
PFTDPW,0.17782794100389226,59.610451754687475
PFTDPW,1.0,59.610451754687475
SparsePFT,0.03162277660168379,35.59494761917036
SparsePFT,0.056234132519034905,48.25601107317516
PFTDPW,0.5623413251903491,44.8432105195164
SparsePFT,0.03162277660168379,38.52099749386355
PFTDPW,0.01,44.8432105195164
SparsePFT,1.0,72.85371249999999
PFTDPW,0.5623413251903491,68.21102687499999
SparsePFT,0.03162277660168379,51.848432708605436
PFTDPW,0.056234132519034905,82.88499999999998
SparsePFT,0.01778279410038923,23.01831068902503
SparsePFT,0.31622776601683794,38.52099749386355
SparsePFT,0.1,88.3
SparsePFT,0.1,32.815200238211844
PFTDPW,0.01,63.80047553124997
SparsePFT,0.17782794100389226,44.8432105195164
SparsePFT,1.0,55.6299291669531
PFTDPW,0.056234132519034905,68.21102687499999
PFTDPW,0.03162277660168379,55.6299291669531
SparsePFT,0.31622776601683794,51.848432708605436
SparsePFT,0.1,72.85371249999999
PFTDPW,0.31622776601683794,44.8432105195164
SparsePFT,0.056234132519034905,51.848432708605436
SparsePFT,0.31622776601683794,63.80047553124997
SparsePFT,0.03162277660168379,38.52099749386355
SparsePFT,0.03162277660168379,55.6299291669531
SparsePFT,0.5623413251903491,48.25601107317516
PFTDPW,0.1,48.25601107317516
SparsePFT,0.01778279410038923,25.282432304236874
PFTDPW,0.01778279410038923,11.622411335889057
SparsePFT,1.0,51.848432708605436
PFTDPW,0.03162277660168379,77.74074999999999
SparsePFT,0.03162277660168379,35.59494761917036
PFTDPW,0.1,72.85371249999999
SparsePFT,0.01778279410038923,44.8432105195164
PFTDPW,0.17782794100389226,77.74074999999999
SparsePFT,0.1,77.74074999999999
PFTDPW,0.17782794100389226,44.8432105195164
SparsePFT,0.5623413251903491,59.610451754687475
SparsePFT,0.056234132519034905,25.282432304236874
SparsePFT,0.03162277660168379,68.21102687499999
SparsePFT,0.01778279410038923,82.88499999999998
SparsePFT,0.1,68.21102687499999
SparsePFT,0.1,77.74074999999999
SparsePFT,0.01,41.60104999354058
SparsePFT,1.0,77.74074999999999
SparsePFT,0.056234132519034905,44.8432105195164
SparsePFT,0.31622776601683794,68.21102687499999
SparsePFT,0.01778279410038923,35.59494761917036
PFTDPW,0.17782794100389226,55.6299291669531
PFTDPW,0.01,63.80047553124997
SparsePFT,0.17782794100389226,48.25601107317516
SparsePFT,0.5623413251903491,77.74074999999999
SparsePFT,0.1,30.17444022630125
PFTDPW,0.17782794100389226,38.52099749386355
SparsePFT,0.03162277660168379,63.80047553124997
SparsePFT,0.01778279410038923,59.610451754687475
PFTDPW,0.01,25.282432304236874
SparsePFT,0.17782794100389226,59.610451754687475
PFTDPW,1.0,59.610451754687475
SparsePFT,0.056234132519034905,59.610451754687475
PFTDPW,0.01,20.867395154573774
PFTDPW,0.5623413251903491,63.80047553124997
PFTDPW,1.0,48.25601107317516
SparsePFT,0.5623413251903491,72.85371249999999
PFTDPW,0.31622776601683794,51.848432708605436
PFTDPW,0.03162277660168379,35.59494761917036
PFTDPW,0.31622776601683794,48.25601107317516
PFTDPW,0.1,51.848432708605436
PFTDPW,0.056234132519034905,44.8432105195164
PFTDPW,0.5623413251903491,63.80047553124997
PFTDPW,0.5623413251903491,72.85371249999999
PFTDPW,0.1,38.52099749386355
SparsePFT,0.056234132519034905,48.25601107317516
PFTDPW,0.01778279410038923,63.80047553124997
PFTDPW,0.31622776601683794,55.6299291669531
PFTDPW,0.01,27.66571821498619
PFTDPW,0.1,35.59494761917036
SparsePFT,0.5623413251903491,68.21102687499999
PFTDPW,1.0,77.74074999999999
SparsePFT,0.1,88.3
PFTDPW,0.056234132519034905,30.17444022630125
PFTDPW,0.01,77.74074999999999
SparsePFT,0.03162277660168379,48.25601107317516
SparsePFT,0.31622776601683794,68.21102687499999
SparsePFT,0.5623413251903491,59.610451754687475
SparsePFT,0.31622776601683794,55.6299291669531
PFTDPW,0.056234132519034905,48.25601107317516
PFTDPW,0.056234132519034905,72.85371249999999
SparsePFT,0.1,63.80047553124997
PFTDPW,0.1,51.848432708605436
SparsePFT,0.31622776601683794,72.85371249999999
SparsePFT,0.056234132519034905,51.848432708605436
SparsePFT,1.0,48.25601107317516
SparsePFT,0.01,48.25601107317516
PFTDPW,0.17782794100389226,51.848432708605436
PFTDPW,1.0,48.25601107317516
SparsePFT,0.31622776601683794,48.25601107317516
SparsePFT,1.0,48.25601107317516
PFTDPW,0.5623413251903491,35.59494761917036
PFTDPW,0.1,38.52099749386355
SparsePFT,0.01778279410038923,48.25601107317516
SparsePFT,0.17782794100389226,48.25601107317516
SparsePFT,0.03162277660168379,63.80047553124997
SparsePFT,0.5623413251903491,51.848432708605436
PFTDPW,0.056234132519034905,77.74074999999999
PFTDPW,0.03162277660168379,55.6299291669531
PFTDPW,0.01778279410038923,23.01831068902503
SparsePFT,0.5623413251903491,77.74074999999999
SparsePFT,0.01778279410038923,48.25601107317516
PFTDPW,0.01778279410038923,-67.89895513907028
